ID do Empregado,Primeiro nome,Sobrenome,Gênero,Idade,Viagem de negócios,Departamento,Distância de Casa (KM),Estado,Etnia,Educação,Campo da educação,Cargo de Trabalho,Estado civil,Salário,Nível de opção de ações,Ao longo do tempo,Data de contratação,Atrito,Anos na empresa,Anos na função mais recente,Anos desde a última promoção,Anos com gerente atual
17AD-99F5,Ursa,O'Deegan,Feminino,26,Algumas viagens,Tecnologia,37,New York,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software,Solteiro,26296,0,Sim,41852,Sim,5,2,2,2
F60C-4888,Erin,Pickavance,Feminino,36,Viajante frequente,Tecnologia,6,California,Asiático ou Asiático Americano,4,Sistemas de informação,Cientista de dados,Solteiro,51050,0,Sim,41856,Não,8,6,7,2
B5C6-F8D5,Rafaelita,Lere,Prefiro não dizer,40,Algumas viagens,Tecnologia,29,New York,Branco,2,Estudos de Negócios,Gerente de análise,Casado,295688,0,Não,41856,Não,8,1,5,8
B6EC-313E,Corbin,Gooddy,Masculino,26,Viajante frequente,Recursos Humanos,17,California,Grupos étnicos mistos ou múltiplos,3,Recursos Humanos,Recrutador,Divorciado,30502,1,Não,41860,Sim,0,0,0,0
2A20-28CD,Dody,Stiggles,Feminino,38,Viajante frequente,Tecnologia,2,California,Branco,4,Ciência da Computação,Cientista de dados,Solteiro,58828,0,Não,41862,Não,8,7,8,0
5A04-0EB4,Debbie,Martinho,Feminino,27,Viajante frequente,Vendas,43,California,Grupos étnicos mistos ou múltiplos,3,Marketing,Representante de vendas,Solteiro,24583,0,Sim,41867,Sim,7,0,1,6
EEFC-DEC7,Ezri,Cours,Masculino,44,Algumas viagens,Tecnologia,4,New York,Negro ou afro-americano,4,Outro,Cientista de dados,Divorciado,85523,1,Sim,41869,Sim,8,0,4,1
5160-53BD,Conrado,Tomaini,Não-binário,29,Algumas viagens,Tecnologia,24,New York,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de software,Solteiro,41307,0,Não,41870,Sim,0,0,0,0
6C86-3DC0,Benton,Irdale,Masculino,31,Algumas viagens,Tecnologia,20,California,Negro ou afro-americano,2,Ciência da Computação,Engenheiro de software senior,Divorciado,149482,1,Sim,41873,Não,8,3,7,2
0240-4D29,Kaylil,Blenkiron,Não-binário,35,Algumas viagens,Tecnologia,31,California,Asiático ou Asiático Americano,4,Ciência da Computação,Engenheiro de software,Solteiro,77269,0,Não,41895,Não,8,8,8,6
15D4-53C2,Bella,Stearn,Prefiro não dizer,33,Algumas viagens,Vendas,30,California,Grupos étnicos mistos ou múltiplos,3,Economia,Executivo de vendas,Casado,90726,0,Não,41899,Não,8,0,5,1
17AE-E715,Norbie,Mosdill,Masculino,31,Viajante frequente,Tecnologia,38,California,Branco,1,Ciência da Computação,Gerente de análise,Divorciado,547204,1,Sim,41910,Não,8,7,8,5
3B90-B998,Giffy,Rofe,Masculino,33,Sem viagens,Tecnologia,26,California,Branco,3,Ciência da Computação,Cientista de dados,Divorciado,43998,3,Não,41911,Não,8,6,7,2
DCD4-C785,Ilysa,Cattroll,Feminino,30,Algumas viagens,Vendas,24,California,Grupos étnicos mistos ou múltiplos,4,Marketing,Representante de vendas,Solteiro,38382,0,Sim,41914,Não,8,7,8,0
6661-FA04,Clive,Sherwen,Masculino,44,Algumas viagens,Tecnologia,28,California,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software,Casado,49447,1,Não,41921,Não,8,7,7,8
B975-943A,Winthrop,McCahill,Masculino,40,Sem viagens,Tecnologia,28,California,Branco,3,Sistemas de informação,Engenheiro de software,Divorciado,46285,3,Não,41935,Não,8,8,8,3
C95C-CE06,Stillman,Castiello,Masculino,44,Algumas viagens,Vendas,35,California,Grupos étnicos mistos ou múltiplos,3,Marketing,Representante de vendas,Casado,75667,1,Não,41939,Não,8,6,6,3
7589-66E3,Rickey,Colafate,Masculino,47,Viajante frequente,Vendas,42,New York,Branco,3,Marketing,Executivo de vendas,Casado,232155,0,Não,41942,Não,8,7,7,3
2ED2-2CEC,Kendricks,Durtnell,Masculino,44,Viajante frequente,Tecnologia,18,California,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de software senior,Solteiro,102708,0,Sim,41946,Não,8,3,4,7
B61E-0F26,Care,Heintze,Masculino,28,Viajante frequente,Tecnologia,3,New York,Branco,3,Estudos de Negócios,Engenheiro de software,Casado,58993,1,Sim,41950,Sim,7,2,7,1
DEB9-1BBF,Edna,Petrello,Feminino,30,Algumas viagens,Tecnologia,32,New York,Asiático ou Asiático Americano,4,Ciência da Computação,Engenheiro de software,Solteiro,155259,0,Não,41953,Não,8,3,5,6
B312-7192,Carolynn,Gilby,Feminino,39,Sem viagens,Vendas,12,New York,Branco,2,Marketing,Executivo de vendas,Solteiro,89351,0,Não,41954,Não,8,2,2,0
5C48-9106,Darwin,Capelle,Masculino,37,Viajante frequente,Tecnologia,15,New York,Negro ou afro-americano,4,Ciência da Computação,Cientista de dados,Casado,53929,2,Não,41958,Não,8,7,7,5
DF63-0D3C,Roda,Costin,Feminino,28,Viajante frequente,Tecnologia,27,California,Branco,2,Sistemas de informação,Gerente de análise,Casado,546549,1,Não,41961,Não,8,8,8,2
F9C6-39E2,Cassandra,Udden,Feminino,48,Algumas viagens,Vendas,4,New York,Negro ou afro-americano,3,Marketing,Representante de vendas,Solteiro,55880,0,Não,41962,Não,8,1,6,5
D4D5-27FB,Bengt,Keaves,Masculino,29,Algumas viagens,Tecnologia,36,New York,Branco,1,Sistemas de informação,Cientista de dados,Divorciado,86428,3,Não,41963,Sim,6,5,5,5
76ED-1CF5,Spenser,Pyzer,Masculino,47,Algumas viagens,Tecnologia,12,California,Branco,4,Sistemas de informação,Engenheiro de software,Solteiro,105126,0,Não,41964,Não,8,0,7,1
380F-A08A,Evvy,Labbez,Feminino,32,Viajante frequente,Vendas,22,New York,Branco,3,Marketing,Executivo de vendas,Casado,142488,1,Não,41965,Não,8,0,6,7
5E9A-FE30,Lindy,Carratt,Feminino,30,Algumas viagens,Tecnologia,38,California,Branco,4,Ciência da Computação,Cientista de dados,Casado,88609,1,Sim,41967,Não,8,4,4,1
FBED-F86B,Karylin,Aphale,Feminino,29,Viajante frequente,Tecnologia,12,Illinois,Grupos étnicos mistos ou múltiplos,3,Sistemas de informação,Engenheiro de software,Solteiro,72057,0,Não,41970,Não,8,8,8,3
B063-A2B5,Forester,Bentjens,Masculino,41,Algumas viagens,Vendas,11,Illinois,Grupos étnicos mistos ou múltiplos,1,Marketing,Executivo de vendas,Casado,81654,0,Não,41971,Não,8,3,4,7
D676-4ECC,Florenza,Nesbit,Feminino,44,Algumas viagens,Tecnologia,13,New York,Branco,3,Sistemas de informação,Engenheiro de software,Solteiro,57296,0,Não,41972,Não,8,5,7,3
D4D7-3C3F,Annaliese,Hedingham,Feminino,28,Algumas viagens,Tecnologia,27,New York,Grupos étnicos mistos ou múltiplos,2,Sistemas de informação,Engenheiro de aprendizado de máquina,Divorciado,117918,2,Não,41975,Não,8,3,8,7
DF7E-3233,Basil,Gother,Masculino,47,Algumas viagens,Vendas,23,California,Negro ou afro-americano,3,Marketing,Representante de vendas,Casado,44646,0,Não,41975,Não,8,5,5,4
13E5-8466,Cody,Tipple,Feminino,47,Algumas viagens,Vendas,14,New York,Branco,4,Marketing,Gerente,Solteiro,410970,0,Não,41979,Não,8,2,5,8
41DC-E8B5,Ware,Casbon,Masculino,47,Algumas viagens,Vendas,17,California,Branco,3,Outro,Executivo de vendas,Solteiro,106840,0,Não,41979,Não,8,3,4,8
A7BB-F5A7,Anna-diana,Horbart,Feminino,37,Algumas viagens,Vendas,17,California,Branco,4,Economia,Gerente,Solteiro,476151,0,Não,41981,Não,8,3,4,8
1B7F-73A9,Jacques,Verne,Masculino,34,Algumas viagens,Tecnologia,24,California,Asiático ou Asiático Americano,3,Ciência da Computação,Engenheiro de software,Casado,42721,1,Não,41983,Não,8,3,3,7
13FA-3559,Fionna,Wilkison,Feminino,38,Algumas viagens,Vendas,13,California,Negro ou afro-americano,3,Marketing,Executivo de vendas,Divorciado,240248,1,Sim,41987,Não,8,4,8,0
A2D0-E2D2,Eryn,Crockley,Feminino,26,Algumas viagens,Tecnologia,25,California,Branco,3,Sistemas de informação,Engenheiro de software,Casado,22089,1,Sim,41988,Sim,1,0,0,0
58F5-C8FC,Julina,Coatsworth,Feminino,37,Algumas viagens,Vendas,19,New York,Branco,3,Marketing,Executivo de vendas,Casado,230381,1,Não,41992,Não,8,3,3,7
9A87-71F6,Kathye,Malia,Não-binário,40,Viajante frequente,Tecnologia,7,Illinois,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software,Casado,95808,2,Não,41994,Não,8,8,8,2
FAC0-942B,Darbee,Larmor,Masculino,32,Algumas viagens,Tecnologia,30,California,Negro ou afro-americano,4,Ciência da Computação,Engenheiro de software,Casado,48377,1,Sim,41994,Não,8,5,5,6
E899-A860,Freedman,Meehan,Masculino,31,Algumas viagens,Vendas,10,California,Negro ou afro-americano,3,Marketing,Executivo de vendas,Solteiro,110076,0,Sim,41996,Não,8,5,8,6
BAF9-933D,Pauly,Gero,Masculino,41,Algumas viagens,Recursos Humanos,36,California,Branco,3,Recursos Humanos,Executivo de RH,Casado,131047,0,Não,41996,Não,8,4,4,7
C900-9EF9,Josiah,Sloam,Não-binário,30,Algumas viagens,Vendas,11,California,Branco,1,Marketing,Executivo de vendas,Casado,127014,0,Não,41999,Não,8,4,8,0
1472-9F69,Algernon,Harder,Masculino,27,Algumas viagens,Vendas,1,California,Negro ou afro-americano,4,Marketing,Representante de vendas,Solteiro,30870,0,Não,42001,Sim,3,1,2,3
1C6C-3B67,Emilie,Panter,Não-binário,41,Viajante frequente,Tecnologia,7,New York,Índio Americano ou Nativo do Alasca,3,Ciência da Computação,Engenheiro de software,Casado,96632,1,Não,42004,Não,8,2,8,0
2698-A448,Linoel,Rambadt,Masculino,43,Algumas viagens,Tecnologia,40,California,Negro ou afro-americano,3,Sistemas de informação,Engenheiro de software,Solteiro,63511,0,Não,42004,Não,8,5,7,4
9BD6-2C43,Wallas,Crinage,Não-binário,27,Sem viagens,Vendas,2,California,Negro ou afro-americano,3,Outro,Executivo de vendas,Divorciado,92022,1,Não,42010,Não,7,7,7,0
39FC-7149,Kathye,Balden,Feminino,27,Algumas viagens,Tecnologia,1,California,Branco,3,Ciência da Computação,Engenheiro de software,Solteiro,31450,0,Não,42014,Não,7,3,5,7
F5E3-48BB,Zenia,Rattery,Feminino,25,Viajante frequente,Recursos Humanos,3,California,Índio Americano ou Nativo do Alasca,3,Recursos Humanos,Recrutador,Casado,23547,0,Não,42017,Sim,3,0,2,1
0A05-3943,Sherie,Pattington,Feminino,26,Algumas viagens,Tecnologia,20,California,Branco,3,Estudos de Negócios,Engenheiro de software,Solteiro,33273,0,Sim,42024,Sim,2,1,1,0
3120-B11F,Allister,Noads,Masculino,28,Viajante frequente,Tecnologia,7,California,Branco,4,Estudos de Negócios,Engenheiro de software senior,Casado,140538,1,Não,42025,Não,7,3,5,0
2FC8-999D,Terrie,Barnish,Feminino,27,Algumas viagens,Tecnologia,30,California,Grupos étnicos mistos ou múltiplos,2,Sistemas de informação,Gerente de análise,Divorciado,240633,1,Não,42026,Não,7,1,6,7
7BD4-7BFB,Kerr,Sporner,Masculino,27,Algumas viagens,Tecnologia,19,Illinois,Índio Americano ou Nativo do Alasca,4,Ciência da Computação,Engenheiro de software,Divorciado,25276,1,Não,42026,Não,7,6,7,1
6227-9D9E,Malina,Chivrall,Feminino,26,Algumas viagens,Recursos Humanos,5,California,Grupos étnicos mistos ou múltiplos,4,Recursos Humanos,Gestor de RH,Casado,315071,1,Sim,42029,Não,7,7,7,1
4E65-CCD0,Billie,Sanday,Não-binário,26,Algumas viagens,Tecnologia,16,California,Branco,1,Ciência da Computação,Engenheiro de software senior,Casado,54746,1,Sim,42031,Não,7,2,4,4
EB4F-4D97,Lynnelle,Peizer,Feminino,25,Algumas viagens,Tecnologia,20,New York,Grupos étnicos mistos ou múltiplos,2,Ciência da Computação,Engenheiro de software,Casado,43438,1,Sim,42033,Não,7,7,7,3
296A-A685,Dina,Paice,Feminino,27,Sem viagens,Tecnologia,34,California,Asiático ou Asiático Americano,2,Estudos de Negócios,Cientista de dados,Solteiro,30783,0,Não,42038,Não,7,7,7,2
2E7B-43F0,Arnaldo,Balling,Masculino,26,Algumas viagens,Tecnologia,31,California,Branco,2,Ciência da Computação,Gerente de engenharia,Casado,148211,3,Sim,42046,Não,7,1,6,0
E099-3FCC,Haywood,Ruprich,Masculino,28,Algumas viagens,Tecnologia,15,New York,Branco,3,Ciência da Computação,Cientista de dados,Casado,83951,2,Não,42047,Não,7,3,6,5
D86B-2E5E,Michele,Deane,Feminino,27,Algumas viagens,Vendas,25,New York,Branco,3,Graduação Técnica,Executivo de vendas,Casado,91202,0,Sim,42050,Não,7,5,7,2
267F-F71D,Liuka,Attenbrough,Feminino,27,Algumas viagens,Tecnologia,40,California,Asiático ou Asiático Americano,4,Sistemas de informação,Engenheiro de software senior,Casado,112728,1,Não,42053,Não,7,5,6,4
155B-42BE,Tommi,Lapish,Feminino,25,Algumas viagens,Vendas,38,Illinois,Grupos étnicos mistos ou múltiplos,2,Marketing,Executivo de vendas,Solteiro,57018,0,Não,42056,Sim,1,0,0,0
E62F-4FF7,Port,Lording,Masculino,27,Algumas viagens,Tecnologia,27,California,Grupos étnicos mistos ou múltiplos,4,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,92522,0,Não,42057,Não,7,4,5,2
93B1-6510,Giraldo,Matyashev,Masculino,28,Sem viagens,Tecnologia,30,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,52930,0,Não,42058,Não,7,1,4,2
71CC-7412,Issi,Early,Prefiro não dizer,25,Algumas viagens,Tecnologia,4,New York,Branco,2,Ciência da Computação,Gerente de engenharia,Solteiro,179602,0,Não,42064,Não,7,6,6,6
07F1-62C3,Bertrand,Davidsen,Masculino,27,Viajante frequente,Tecnologia,9,New York,Negro ou afro-americano,4,Ciência da Computação,Engenheiro de software,Casado,39001,0,Sim,42066,Não,7,7,7,4
E523-D168,Sheffield,Feldon,Masculino,27,Algumas viagens,Vendas,42,California,Outro,2,Graduação Técnica,Executivo de vendas,Casado,68638,0,Sim,42073,Não,7,7,7,0
5A0B-7F31,Nevil,Callaby,Masculino,26,Algumas viagens,Vendas,24,California,Branco,3,Marketing,Executivo de vendas,Solteiro,85982,0,Não,42076,Sim,5,1,1,0
8F78-4A32,Sigismundo,Durtnel,Masculino,25,Sem viagens,Tecnologia,12,New York,Negro ou afro-americano,3,Sistemas de informação,Cientista de dados,Solteiro,31962,0,Não,42077,Não,7,2,7,4
8EA4-9179,Cristian,Dignum,Masculino,25,Algumas viagens,Tecnologia,23,New York,Negro ou afro-americano,3,Ciência da Computação,Cientista de dados,Solteiro,24626,0,Não,42077,Não,7,7,7,1
6F50-08B6,Mick,Tomaschke,Masculino,25,Viajante frequente,Vendas,25,New York,Branco,1,Marketing,Executivo de vendas,Solteiro,57030,0,Não,42083,Não,7,5,7,6
0CF8-1EBD,Franciska,Cubbin,Feminino,28,Viajante frequente,Tecnologia,38,California,Grupos étnicos mistos ou múltiplos,4,Ciência da Computação,Cientista de dados,Casado,87704,2,Não,42091,Não,7,1,3,6
8E5B-CBBF,Creigh,Lissaman,Masculino,25,Algumas viagens,Vendas,12,New York,Asiático ou Asiático Americano,4,Marketing,Executivo de vendas,Divorciado,67814,0,Não,42091,Não,7,6,7,1
8DA7-0090,Farica,Fardell,Não-binário,41,Algumas viagens,Recursos Humanos,11,New York,Negro ou afro-americano,2,Economia,RH parceiro de negócios,Solteiro,445906,0,Sim,42095,Não,7,1,5,4
9BC9-1288,Adelheid,Battersby,Feminino,27,Algumas viagens,Vendas,4,California,Negro ou afro-americano,1,Economia,Executivo de vendas,Casado,45046,2,Sim,42097,Não,7,6,7,0
6A8B-EC82,Averill,Dwyr,Masculino,26,Algumas viagens,Vendas,24,California,Índio Americano ou Nativo do Alasca,1,Marketing,Executivo de vendas,Solteiro,82312,0,Sim,42105,Não,7,2,7,6
F968-671C,Eugene,Benstead,Masculino,27,Viajante frequente,Vendas,16,California,Branco,3,Graduação Técnica,Executivo de vendas,Solteiro,50559,0,Não,42108,Sim,6,0,5,5
31FB-D496,Rakel,Ruston,Feminino,25,Algumas viagens,Tecnologia,5,California,Grupos étnicos mistos ou múltiplos,4,Outro,Engenheiro de software,Solteiro,51454,0,Não,42111,Não,7,1,6,7
FEEC-A663,Cher,Molian,Não-binário,27,Algumas viagens,Tecnologia,1,California,Branco,1,Sistemas de informação,Engenheiro de software,Solteiro,48442,0,Não,42111,Não,7,3,4,5
9412-7AA6,Edith,Middis,Não-binário,27,Algumas viagens,Tecnologia,10,California,Branco,3,Sistemas de informação,Cientista de dados,Solteiro,45438,0,Não,42113,Não,7,1,5,5
920B-7B40,Berkly,Bellson,Masculino,26,Algumas viagens,Tecnologia,22,California,Asiático ou Asiático Americano,3,Sistemas de informação,Engenheiro de software,Casado,52390,1,Sim,42115,Não,7,4,5,3
2374-7581,Brian,Josskovitz,Masculino,25,Algumas viagens,Tecnologia,1,New York,Asiático ou Asiático Americano,4,Sistemas de informação,Engenheiro de software senior,Casado,72840,0,Não,42117,Não,7,6,6,0
D245-5D80,Bank,MacEveley,Masculino,26,Algumas viagens,Tecnologia,10,California,Branco,4,Sistemas de informação,Engenheiro de software senior,Divorciado,148080,1,Sim,42127,Não,7,7,7,1
41EC-F2AA,Antoinette,Dreamer,Feminino,26,Viajante frequente,Tecnologia,42,California,Asiático ou Asiático Americano,1,Ciência da Computação,Cientista de dados,Casado,56966,1,Não,42128,Não,7,4,5,2
1C57-5F2A,Persis,Vineall,Feminino,27,Algumas viagens,Tecnologia,42,California,Branco,3,Ciência da Computação,Engenheiro de software,Casado,33606,2,Não,42131,Não,7,0,0,2
0678-748A,Maurits,Farmery,Masculino,25,Algumas viagens,Vendas,4,California,Havaiano nativo,2,Economia,Executivo de vendas,Divorciado,57698,2,Sim,42135,Sim,6,5,6,2
A896-CDE2,Wrennie,Quinton,Feminino,25,Algumas viagens,Tecnologia,16,California,Branco,5,Sistemas de informação,Engenheiro de software,Casado,28317,0,Sim,42137,Não,7,4,6,5
ACF7-5B99,Janeczka,Osmond,Feminino,26,Algumas viagens,Vendas,17,California,Asiático ou Asiático Americano,4,Marketing,Executivo de vendas,Solteiro,97811,0,Sim,42140,Não,7,3,6,4
5741-0022,Rosene,Larmett,Feminino,25,Algumas viagens,Tecnologia,43,California,Asiático ou Asiático Americano,1,Ciência da Computação,Gerente de engenharia,Divorciado,190198,2,Não,42142,Não,7,0,2,3
AA67-CB22,Obadias,Izhaky,Masculino,26,Algumas viagens,Tecnologia,4,Illinois,Branco,4,Ciência da Computação,Engenheiro de software senior,Solteiro,167509,0,Não,42143,Não,7,6,6,0
D825-CC31,Debera,Extence,Feminino,25,Algumas viagens,Tecnologia,5,New York,Havaiano nativo,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Divorciado,44082,1,Não,42148,Não,7,3,4,2
59F5-F57D,Lilly,Nancarrow,Feminino,26,Viajante frequente,Tecnologia,17,California,Branco,2,Sistemas de informação,Engenheiro de software senior,Casado,59981,1,Sim,42149,Não,7,1,5,2
E430-E462,Marvin,Switland,Masculino,28,Algumas viagens,Tecnologia,38,Illinois,Branco,3,Sistemas de informação,Engenheiro de software senior,Casado,194982,1,Não,42149,Não,7,2,7,2
9F02-0D39,Bell,Di Biasi,Feminino,27,Algumas viagens,Tecnologia,9,California,Branco,2,Ciência da Computação,Gerente de análise,Casado,252301,1,Não,42154,Não,7,1,6,5
74F3-DF3D,Lian,Ouslem,Feminino,25,Algumas viagens,Recursos Humanos,22,New York,Negro ou afro-americano,2,Economia,Executivo de RH,Divorciado,49131,1,Não,42154,Não,7,2,6,2
5F2E-A68B,Evangelin,Desantis,Prefiro não dizer,26,Algumas viagens,Tecnologia,16,California,Branco,4,Outro,Engenheiro de software,Solteiro,60834,0,Não,42156,Não,7,0,0,5
65A0-5D04,Ginnifer,Grigoletti,Feminino,28,Viajante frequente,Tecnologia,20,California,Negro ou afro-americano,1,Ciência da Computação,Cientista de dados,Casado,62016,3,Não,42157,Não,7,6,6,4
79C5-FE9D,Kerstin,Sponton,Não-binário,28,Algumas viagens,Tecnologia,5,California,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,140377,1,Sim,42157,Não,7,2,7,5
B49A-7D79,Freedman,Kensington,Não-binário,27,Algumas viagens,Tecnologia,20,California,Branco,1,Estudos de Negócios,Engenheiro de software,Solteiro,22986,0,Sim,42157,Não,7,6,7,0
E503-C500,Alexandro,De Pietri,Masculino,28,Algumas viagens,Tecnologia,39,New York,Negro ou afro-americano,5,Ciência da Computação,Engenheiro de software,Solteiro,81906,0,Não,42159,Não,7,4,4,1
388D-DB68,Maybelle,Hurler,Feminino,27,Algumas viagens,Recursos Humanos,40,California,Branco,3,Recursos Humanos,Recrutador,Casado,34320,1,Não,42162,Não,7,5,6,5
A76C-AEB3,Oren,Milella,Masculino,25,Algumas viagens,Tecnologia,10,California,Branco,3,Estudos de Negócios,Engenheiro de aprendizado de máquina,Casado,145905,2,Sim,42162,Não,7,3,3,2
278C-D482,Flora,Flounders,Feminino,26,Sem viagens,Tecnologia,20,New York,Grupos étnicos mistos ou múltiplos,3,Estudos de Negócios,Engenheiro de software,Divorciado,28751,2,Não,42170,Não,7,6,6,2
A1DB-6C34,Catie,McCuish,Feminino,27,Algumas viagens,Tecnologia,13,New York,Asiático ou Asiático Americano,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,77039,1,Não,42173,Não,7,3,6,0
468A-E249,Ninon,Leathwood,Feminino,26,Algumas viagens,Tecnologia,22,California,Grupos étnicos mistos ou múltiplos,3,Estudos de Negócios,Gerente de engenharia,Casado,206137,1,Não,42182,Não,7,1,1,5
95CB-4E31,Pavlov,Pretor,Masculino,28,Sem viagens,Tecnologia,4,California,Asiático ou Asiático Americano,3,Estudos de Negócios,Engenheiro de software,Divorciado,57837,2,Não,42185,Não,7,3,3,6
3A2C-ABB8,Gawain,Dewdney,Masculino,25,Algumas viagens,Tecnologia,5,California,Branco,3,Ciência da Computação,Engenheiro de software,Casado,28646,1,Não,42187,Não,7,6,6,3
6EDB-94B7,Earle,Willowby,Masculino,25,Algumas viagens,Tecnologia,6,New York,Branco,3,Ciência da Computação,Gerente de engenharia,Solteiro,195911,0,Não,42194,Não,7,0,3,4
8292-6635,Hy,Goodin,Masculino,26,Algumas viagens,Vendas,14,Illinois,Branco,4,Marketing,Executivo de vendas,Solteiro,127450,0,Não,42196,Não,7,0,0,1
6EEF-5B17,Bo,Readitt,Não-binário,28,Algumas viagens,Tecnologia,1,California,Grupos étnicos mistos ou múltiplos,2,Estudos de Negócios,Gerente de engenharia,Solteiro,339731,0,Não,42199,Não,7,5,7,0
C250-AF15,Ron,Hordle,Masculino,25,Algumas viagens,Tecnologia,13,New York,Negro ou afro-americano,5,Ciência da Computação,Gerente de engenharia,Solteiro,178337,0,Não,42201,Não,7,1,7,2
257B-8130,Erastus,Pennings,Masculino,26,Algumas viagens,Tecnologia,41,New York,Grupos étnicos mistos ou múltiplos,3,Ciência da Computação,Engenheiro de software senior,Divorciado,47676,1,Não,42205,Não,7,4,6,1
B492-D447,Aurthur,Rittelmeyer,Masculino,28,Algumas viagens,Vendas,3,California,Asiático ou Asiático Americano,2,Marketing,Executivo de vendas,Casado,128719,1,Não,42206,Não,7,1,3,6
4673-EBEC,Ollie,Chellam,Masculino,28,Algumas viagens,Vendas,24,New York,Grupos étnicos mistos ou múltiplos,2,Marketing,Executivo de vendas,Casado,78735,1,Não,42208,Não,7,0,2,4
C08F-94F9,Nikos,Karpenko,Masculino,26,Algumas viagens,Tecnologia,32,New York,Branco,3,Sistemas de informação,Engenheiro de software,Solteiro,40100,0,Sim,42215,Sim,0,0,0,0
F961-5A03,Alejandrina,Pea,Feminino,27,Sem viagens,Tecnologia,12,California,Branco,1,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,105398,0,Não,42216,Não,7,1,7,4
CE90-763C,Carly,Mushawe,Feminino,27,Viajante frequente,Tecnologia,40,California,Negro ou afro-americano,3,Sistemas de informação,Cientista de dados,Casado,31672,1,Não,42218,Não,7,1,3,6
6653-BD41,Selle,Barrington,Feminino,27,Algumas viagens,Tecnologia,5,New York,Negro ou afro-americano,3,Ciência da Computação,Gerente de engenharia,Casado,238435,1,Não,42223,Não,7,2,4,1
C251-2A18,Honor,Jesson,Não-binário,26,Algumas viagens,Tecnologia,28,California,Branco,4,Ciência da Computação,Cientista de dados,Solteiro,29791,0,Não,42223,Não,7,7,7,1
8FF0-0F7A,Nanine,Barrie,Feminino,26,Sem viagens,Tecnologia,18,California,Grupos étnicos mistos ou múltiplos,4,Sistemas de informação,Gerente de engenharia,Divorciado,153420,2,Sim,42226,Não,7,5,5,7
62A3-DEA7,Meade,Quinnelly,Masculino,25,Algumas viagens,Tecnologia,8,California,Grupos étnicos mistos ou múltiplos,1,Sistemas de informação,Engenheiro de software,Solteiro,30931,0,Sim,42229,Sim,1,0,0,1
D3F6-A313,Alister,Gianullo,Masculino,27,Algumas viagens,Tecnologia,34,California,Branco,4,Ciência da Computação,Engenheiro de software,Casado,50949,1,Não,42229,Não,7,6,7,3
1453-D3D8,Magnum,Dublin,Não-binário,27,Algumas viagens,Tecnologia,4,New York,Asiático ou Asiático Americano,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,60967,2,Não,42230,Não,7,7,7,0
B59D-CA4C,Ichabod,Mabbot,Masculino,28,Algumas viagens,Vendas,45,California,Asiático ou Asiático Americano,2,Marketing,Executivo de vendas,Casado,110057,2,Não,42230,Não,7,5,5,4
3DB7-2942,Cordula,Upjohn,Feminino,27,Algumas viagens,Tecnologia,3,California,Asiático ou Asiático Americano,2,Ciência da Computação,Gerente de engenharia,Casado,137012,1,Não,42232,Não,7,6,7,7
B102-5713,Adlai,Pettit,Não-binário,27,Algumas viagens,Vendas,31,California,Grupos étnicos mistos ou múltiplos,5,Marketing,Gerente,Solteiro,205622,0,Não,42235,Não,7,5,5,3
BDE5-385A,Morten,Keig,Masculino,26,Algumas viagens,Tecnologia,39,California,Branco,3,Sistemas de informação,Engenheiro de software,Casado,60494,1,Sim,42238,Não,7,7,7,7
8F7F-015D,Lion,Ewbanck,Masculino,28,Algumas viagens,Tecnologia,43,Illinois,Branco,4,Sistemas de informação,Gerente de engenharia,Casado,249071,2,Não,42240,Não,7,5,5,6
C1B4-46B2,Hoebart,Bennen,Masculino,27,Sem viagens,Tecnologia,21,California,Branco,4,Sistemas de informação,Engenheiro de software senior,Divorciado,73326,1,Não,42249,Não,7,0,5,0
F5C3-07B0,Vitia,Southall,Feminino,26,Algumas viagens,Tecnologia,16,Illinois,Branco,3,Ciência da Computação,Engenheiro de software,Divorciado,25110,2,Não,42250,Não,7,1,5,0
08FC-817E,Milka,Vinas,Feminino,26,Algumas viagens,Tecnologia,43,New York,Negro ou afro-americano,4,Ciência da Computação,Engenheiro de software,Casado,30217,1,Não,42251,Não,7,2,4,0
AC19-7EE7,Aube,Bassill,Masculino,25,Algumas viagens,Vendas,38,New York,Grupos étnicos mistos ou múltiplos,3,Marketing,Executivo de vendas,Divorciado,86485,1,Sim,42254,Não,7,6,6,0
C9FF-3A25,West,Shalloo,Masculino,28,Sem viagens,Tecnologia,17,New York,Negro ou afro-americano,2,Sistemas de informação,Engenheiro de software,Solteiro,54324,0,Sim,42257,Sim,3,3,3,1
